# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	321020	321532	+	WP_114523975.1	WP_114523975.1		gamma carbonic anhydrase family protein			EGCR1_RS01470	513	170	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	321519	321854	+							EGCR1_RS01475	336		old_locus_tag=EGCR1_01475
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	321519	321854	+	WP_086305500.1	WP_086305500.1		hypothetical protein			EGCR1_RS01475	336	111	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	321921	322187	+							EGCR1_RS01480	267		old_locus_tag=EGCR1_01480
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	321921	322187	+	WP_114523976.1	WP_114523976.1		(4Fe-4S)-binding protein			EGCR1_RS01480	267	88	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	322227	322502	+							EGCR1_RS01485	276		old_locus_tag=EGCR1_01485
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	322227	322502	+	WP_010781598.1	WP_010781598.1		N-acetyltransferase			EGCR1_RS01485	276	91	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	322583	322819	+					secG		EGCR1_RS01490	237		old_locus_tag=EGCR1_01490
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	322583	322819	+	WP_010781597.1	WP_010781597.1		preprotein translocase subunit SecG	secG		EGCR1_RS01490	237	78	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	323008	323772	+							EGCR1_RS01495	765		old_locus_tag=EGCR1_01495
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	323008	323772	+	WP_114523977.1	WP_114523977.1		alpha/beta hydrolase			EGCR1_RS01495	765	254	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	323753	326137	+					rnr		EGCR1_RS01500	2385		old_locus_tag=EGCR1_01500
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	323753	326137	+	WP_114523978.1	WP_114523978.1		ribonuclease R	rnr		EGCR1_RS01500	2385	794	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	326139	326603	+					smpB		EGCR1_RS01505	465		old_locus_tag=EGCR1_01505
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	326139	326603	+	WP_010781594.1	WP_010781594.1		SsrA-binding protein SmpB	smpB		EGCR1_RS01505	465	154	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	326892	327605	+					atpB		EGCR1_RS01510	714		old_locus_tag=EGCR1_01510
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	326892	327605	+	WP_010781593.1	WP_010781593.1		F0F1 ATP synthase subunit A	atpB		EGCR1_RS01510	714	237	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	327639	327854	+					atpE		EGCR1_RS01515	216		old_locus_tag=EGCR1_01515
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	327639	327854	+	WP_010746753.1	WP_010746753.1		ATP synthase F0 subunit C	atpE		EGCR1_RS01515	216	71	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	327950	328471	+					atpF		EGCR1_RS01520	522		old_locus_tag=EGCR1_01520
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	327950	328471	+	WP_114523979.1	WP_114523979.1		F0F1 ATP synthase subunit B	atpF		EGCR1_RS01520	522	173	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	328461	329006	+							EGCR1_RS01525	546		old_locus_tag=EGCR1_01525
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	328461	329006	+	WP_010781590.1	WP_010781590.1		F0F1 ATP synthase subunit delta			EGCR1_RS01525	546	181	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	329026	330552	+					atpA		EGCR1_RS01530	1527		old_locus_tag=EGCR1_01530
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	329026	330552	+	WP_010781589.1	WP_010781589.1		F0F1 ATP synthase subunit alpha	atpA		EGCR1_RS01530	1527	508	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	330568	331473	+							EGCR1_RS01535	906		old_locus_tag=EGCR1_01535
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	330568	331473	+	WP_044926041.1	WP_044926041.1		F0F1 ATP synthase subunit gamma			EGCR1_RS01535	906	301	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	331496	332896	+					atpD		EGCR1_RS01540	1401		old_locus_tag=EGCR1_01540
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	331496	332896	+	WP_010781587.1	WP_010781587.1		F0F1 ATP synthase subunit beta	atpD		EGCR1_RS01540	1401	466	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	332910	333344	+							EGCR1_RS01545	435		old_locus_tag=EGCR1_01545
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	332910	333344	+	WP_010781586.1	WP_010781586.1		F0F1 ATP synthase subunit epsilon			EGCR1_RS01545	435	144	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	333714	333947	+							EGCR1_RS01550	234		old_locus_tag=EGCR1_01550
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	333714	333947	+	WP_086305503.1	WP_086305503.1		DUF1146 family protein			EGCR1_RS01550	234	77	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	333993	335294	+					murA		EGCR1_RS01555	1302		old_locus_tag=EGCR1_01555
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	333993	335294	+	WP_114523980.1	WP_114523980.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		EGCR1_RS01555	1302	433	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	335306	335482	+							EGCR1_RS01560	177		old_locus_tag=EGCR1_01560
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	335306	335482	+	WP_010781583.1	WP_010781583.1		DNA-directed RNA polymerase subunit beta			EGCR1_RS01560	177	58	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	335633	335929	+					yidD		EGCR1_RS01565	297		old_locus_tag=EGCR1_01565
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	335633	335929	+	WP_205242129.1	WP_205242129.1		membrane protein insertion efficiency factor YidD	yidD		EGCR1_RS01565	297	98	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	336365	337528	+							EGCR1_RS01570	1164		old_locus_tag=EGCR1_01570
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	336365	337528	+	WP_010781581.1	WP_010781581.1		ABC transporter substrate-binding protein			EGCR1_RS01570	1164	387	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	337603	338481	+							EGCR1_RS01575	879		old_locus_tag=EGCR1_01575
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	337603	338481	+	WP_114523981.1	WP_114523981.1		branched-chain amino acid ABC transporter permease			EGCR1_RS01575	879	292	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	338491	339465	+							EGCR1_RS01580	975		old_locus_tag=EGCR1_01580
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	338491	339465	+	WP_086305765.1	WP_086305765.1		branched-chain amino acid ABC transporter permease			EGCR1_RS01580	975	324	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	339446	340222	+							EGCR1_RS01585	777		old_locus_tag=EGCR1_01585
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	339446	340222	+	WP_010781578.1	WP_010781578.1		ABC transporter ATP-binding protein			EGCR1_RS01585	777	258	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	340222	340923	+							EGCR1_RS01590	702		old_locus_tag=EGCR1_01590
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	340222	340923	+	WP_010781577.1	WP_010781577.1		ABC transporter ATP-binding protein			EGCR1_RS01590	702	233	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	340927	341571	+							EGCR1_RS01595	645		old_locus_tag=EGCR1_01595
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	340927	341571	+	WP_114523982.1	WP_114523982.1		CBS and ACT domain-containing protein			EGCR1_RS01595	645	214	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	341648	341878	+							EGCR1_RS01600	231		old_locus_tag=EGCR1_01600
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	341648	341878	+	WP_010781575.1	WP_010781575.1		DUF2969 domain-containing protein			EGCR1_RS01600	231	76	
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	341960	342043	+							EGCR1_RS01605	84		old_locus_tag=EGCR1_01605
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	341960	342043	+				tRNA-Tyr			EGCR1_RS01605	84		anticodon=GTA
gene	tRNA	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342045	342116	+							EGCR1_RS01610	72		old_locus_tag=EGCR1_01610
tRNA		GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342045	342116	+				tRNA-Gln			EGCR1_RS01610	72		anticodon=TTG
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342446	342616	+							EGCR1_RS19355	171		
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342446	342616	+	WP_205242131.1	WP_205242131.1		hypothetical protein			EGCR1_RS19355	171	56	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342668	343276	-							EGCR1_RS01615	609		old_locus_tag=EGCR1_01615
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	342668	343276	-	WP_010781573.1	WP_010781573.1		TetR/AcrR family transcriptional regulator			EGCR1_RS01615	609	202	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	343454	347695	+							EGCR1_RS01620	4242		old_locus_tag=EGCR1_01620
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	343454	347695	+	WP_010781572.1	WP_010781572.1		2-hydroxyacyl-CoA dehydratase			EGCR1_RS01620	4242	1413	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	347936	348640	+							EGCR1_RS01625	705		old_locus_tag=EGCR1_01625
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	347936	348640	+	WP_010781571.1	WP_010781571.1		GntR family transcriptional regulator			EGCR1_RS01625	705	234	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	348650	349291	-							EGCR1_RS01630	642		old_locus_tag=EGCR1_01630
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	348650	349291	-	WP_114523983.1	WP_114523983.1		YigZ family protein			EGCR1_RS01630	642	213	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	349398	349685	+							EGCR1_RS01635	288		old_locus_tag=EGCR1_01635
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	349398	349685	+	WP_086305508.1	WP_086305508.1		hypothetical protein			EGCR1_RS01635	288	95	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	349813	351111	+							EGCR1_RS01640	1299		old_locus_tag=EGCR1_01640
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	349813	351111	+	WP_114523984.1	WP_114523984.1		DEAD/DEAH box helicase family protein			EGCR1_RS01640	1299	432	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	351101	351766	+							EGCR1_RS01645	666		old_locus_tag=EGCR1_01645
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	351101	351766	+	WP_114523985.1	WP_114523985.1		ComF family protein			EGCR1_RS01645	666	221	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	351907	352452	+					raiA		EGCR1_RS01650	546		old_locus_tag=EGCR1_01650
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	351907	352452	+	WP_010781567.1	WP_010781567.1		ribosome-associated translation inhibitor RaiA	raiA		EGCR1_RS01650	546	181	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	352758	355289	+					secA		EGCR1_RS01655	2532		old_locus_tag=EGCR1_01655
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	352758	355289	+	WP_086305511.1	WP_086305511.1		preprotein translocase subunit SecA	secA		EGCR1_RS01655	2532	843	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	355559	356675	+					prfB		EGCR1_RS01660	1117		old_locus_tag=EGCR1_01660
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	355559	356675	+	WP_205242133.1	WP_205242133.1		peptide chain release factor 2	prfB		EGCR1_RS01660	1116	371	ribosomal_slippage
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	356768	357457	+					ftsE		EGCR1_RS01665	690		old_locus_tag=EGCR1_01665
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	356768	357457	+	WP_010781564.1	WP_010781564.1		cell division ATP-binding protein FtsE	ftsE		EGCR1_RS01665	690	229	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	357450	358334	+					ftsX		EGCR1_RS01670	885		old_locus_tag=EGCR1_01670
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	357450	358334	+	WP_010781563.1	WP_010781563.1		permease-like cell division protein FtsX	ftsX		EGCR1_RS01670	885	294	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	358592	358912	+							EGCR1_RS01675	321		old_locus_tag=EGCR1_01675
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	358592	358912	+	WP_010781562.1	WP_010781562.1		multidrug efflux SMR transporter			EGCR1_RS01675	321	106	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	358960	359397	+							EGCR1_RS01680	438		old_locus_tag=EGCR1_01680
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	358960	359397	+	WP_086305514.1	WP_086305514.1		GNAT family N-acetyltransferase			EGCR1_RS01680	438	145	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	359461	360909	+					cls		EGCR1_RS01685	1449		old_locus_tag=EGCR1_01685
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	359461	360909	+	WP_086305515.1	WP_086305515.1		cardiolipin synthase	cls		EGCR1_RS01685	1449	482	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	360998	361852	+							EGCR1_RS01690	855		old_locus_tag=EGCR1_01690
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	360998	361852	+	WP_114523987.1	WP_114523987.1		phosphate ABC transporter substrate-binding protein PstS			EGCR1_RS01690	855	284	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	361964	362740	+							EGCR1_RS01695	777		old_locus_tag=EGCR1_01695
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	361964	362740	+	WP_114523988.1	WP_114523988.1		helix-turn-helix domain-containing protein			EGCR1_RS01695	777	258	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	362809	363201	+							EGCR1_RS01700	393		old_locus_tag=EGCR1_01700
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	362809	363201	+	WP_114523989.1	WP_114523989.1		VOC family protein			EGCR1_RS01700	393	130	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	363208	363462	+							EGCR1_RS01705	255		old_locus_tag=EGCR1_01705
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	363208	363462	+	WP_114523990.1	WP_114523990.1		helix-hairpin-helix domain-containing protein			EGCR1_RS01705	255	84	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	363704	364636	+					pstC		EGCR1_RS01710	933		old_locus_tag=EGCR1_01710
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	363704	364636	+	WP_010781555.1	WP_010781555.1		phosphate ABC transporter permease subunit PstC	pstC		EGCR1_RS01710	933	310	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	364629	365516	+					pstA		EGCR1_RS01715	888		old_locus_tag=EGCR1_01715
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	364629	365516	+	WP_010781554.1	WP_010781554.1		phosphate ABC transporter permease PstA	pstA		EGCR1_RS01715	888	295	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	365567	366367	+					pstB		EGCR1_RS01720	801		old_locus_tag=EGCR1_01720
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	365567	366367	+	WP_010781553.1	WP_010781553.1		phosphate ABC transporter ATP-binding protein PstB	pstB		EGCR1_RS01720	801	266	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	366790	367545	+					pstB		EGCR1_RS01725	756		old_locus_tag=EGCR1_01725
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	366790	367545	+	WP_010781551.1	WP_010781551.1		phosphate ABC transporter ATP-binding protein PstB	pstB		EGCR1_RS01725	756	251	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	367591	368268	+					phoU		EGCR1_RS01730	678		old_locus_tag=EGCR1_01730
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	367591	368268	+	WP_010781550.1	WP_010781550.1		phosphate signaling complex protein PhoU	phoU		EGCR1_RS01730	678	225	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	368448	369998	+					liaX		EGCR1_RS01735	1551		old_locus_tag=EGCR1_01735
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	368448	369998	+	WP_114523991.1	WP_114523991.1		daptomycin-sensing surface protein LiaX	liaX		EGCR1_RS01735	1551	516	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	370024	370341	+							EGCR1_RS01740	318		old_locus_tag=EGCR1_01740
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	370024	370341	+	WP_010781548.1	WP_010781548.1		PspC domain-containing protein			EGCR1_RS01740	318	105	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	370341	370703	+							EGCR1_RS01745	363		old_locus_tag=EGCR1_01745
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	370341	370703	+	WP_010781547.1	WP_010781547.1		phage holin family protein			EGCR1_RS01745	363	120	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	371011	371946	+					hprK		EGCR1_RS01750	936		old_locus_tag=EGCR1_01750
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	371011	371946	+	WP_010781546.1	WP_010781546.1		HPr(Ser) kinase/phosphatase	hprK		EGCR1_RS01750	936	311	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	371948	372778	+					lgt		EGCR1_RS01755	831		old_locus_tag=EGCR1_01755
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	371948	372778	+	WP_114523992.1	WP_114523992.1		prolipoprotein diacylglyceryl transferase	lgt		EGCR1_RS01755	831	276	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	372964	373980	+							EGCR1_RS01760	1017		old_locus_tag=EGCR1_01760
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	372964	373980	+	WP_114523993.1	WP_114523993.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase			EGCR1_RS01760	1017	338	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	374003	374896	+					galU		EGCR1_RS01765	894		old_locus_tag=EGCR1_01765
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	374003	374896	+	WP_044926408.1	WP_044926408.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		EGCR1_RS01765	894	297	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	375063	375623	+							EGCR1_RS01770	561		old_locus_tag=EGCR1_01770
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	375063	375623	+	WP_114523994.1	WP_114523994.1		TetR/AcrR family transcriptional regulator			EGCR1_RS01770	561	186	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	375743	376180	+							EGCR1_RS01775	438		old_locus_tag=EGCR1_01775
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	375743	376180	+	WP_010781541.1	WP_010781541.1		DUF948 domain-containing protein			EGCR1_RS01775	438	145	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	376183	376749	+							EGCR1_RS01780	567		old_locus_tag=EGCR1_01780
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	376183	376749	+	WP_086305523.1	WP_086305523.1		YtxH domain-containing protein			EGCR1_RS01780	567	188	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	376833	377933	-							EGCR1_RS01785	1101		old_locus_tag=EGCR1_01785
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	376833	377933	-	WP_114523995.1	WP_114523995.1		Xaa-Pro peptidase family protein			EGCR1_RS01785	1101	366	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	378129	379133	+					ccpA		EGCR1_RS01790	1005		old_locus_tag=EGCR1_01790
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	378129	379133	+	WP_010781538.1	WP_010781538.1		catabolite control protein A	ccpA		EGCR1_RS01790	1005	334	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	379203	379925	-					treR		EGCR1_RS01795	723		old_locus_tag=EGCR1_01795
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	379203	379925	-	WP_010781537.1	WP_010781537.1		trehalose operon repressor	treR		EGCR1_RS01795	723	240	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	380320	382266	+					treP		EGCR1_RS01800	1947		old_locus_tag=EGCR1_01800
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	380320	382266	+	WP_114523996.1	WP_114523996.1		PTS system trehalose-specific EIIBC component	treP		EGCR1_RS01800	1947	648	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	382282	383904	+					treC		EGCR1_RS01805	1623		old_locus_tag=EGCR1_01805
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	382282	383904	+	WP_114523997.1	WP_114523997.1		alpha,alpha-phosphotrehalase	treC		EGCR1_RS01805	1623	540	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	383935	384441	-							EGCR1_RS01810	507		old_locus_tag=EGCR1_01810
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	383935	384441	-	WP_114523998.1	WP_114523998.1		QueT transporter family protein			EGCR1_RS01810	507	168	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	384560	385312	-							EGCR1_RS01815	753		old_locus_tag=EGCR1_01815
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	384560	385312	-	WP_010781533.1	WP_010781533.1		3-oxoacyl-ACP reductase			EGCR1_RS01815	753	250	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	385309	385530	-							EGCR1_RS01820	222		old_locus_tag=EGCR1_01820
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	385309	385530	-	WP_114523999.1	WP_114523999.1		DUF2829 domain-containing protein			EGCR1_RS01820	222	73	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	385682	388057	-							EGCR1_RS01825	2376		old_locus_tag=EGCR1_01825
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	385682	388057	-	WP_114524000.1	WP_114524000.1		penicillin-binding protein			EGCR1_RS01825	2376	791	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	388391	389653	+					tyrS		EGCR1_RS01830	1263		old_locus_tag=EGCR1_01830
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	388391	389653	+	WP_010781530.1	WP_010781530.1		tyrosine--tRNA ligase	tyrS		EGCR1_RS01830	1263	420	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	389757	390662	+							EGCR1_RS01835	906		old_locus_tag=EGCR1_01835
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	389757	390662	+	WP_114524001.1	WP_114524001.1		AEC family transporter			EGCR1_RS01835	906	301	
gene	protein_coding	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	390686	391576	+							EGCR1_RS01840	891		old_locus_tag=EGCR1_01840
CDS	with_protein	GCF_003343305.1	Primary Assembly	chromosome		NZ_CP030932.1	390686	391576	+	WP_114524002.1	WP_114524002.1		deoxyribonuclease IV			EGCR1_RS01840	891	296	
