# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	384298	384471	+						71775686	KU781_RS13280	174		
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	384298	384471	+	WP_207718854.1	WP_207718854.1		hypothetical protein		71775686	KU781_RS13280	174	57	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	384457	386415	-						66496622	KU781_RS01815	1959		old_locus_tag=KU781_01815
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	384457	386415	-	WP_002329616.1	WP_002329616.1		hypothetical protein		66496622	KU781_RS01815	1959	652	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	386794	387819	-						66496623	KU781_RS01820	1026		old_locus_tag=KU781_01820
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	386794	387819	-	WP_002329615.1	WP_002329615.1		LacI family transcriptional regulator		66496623	KU781_RS01820	1026	341	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	387841	388848	-						66496624	KU781_RS01825	1008		old_locus_tag=KU781_01825
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	387841	388848	-	WP_002292607.1	WP_002292607.1		galactose mutarotase		66496624	KU781_RS01825	1008	335	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	388841	389506	-					pgmB	66496625	KU781_RS01830	666		old_locus_tag=KU781_01830
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	388841	389506	-	WP_002329614.1	WP_002329614.1		beta-phosphoglucomutase	pgmB	66496625	KU781_RS01830	666	221	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	389499	391793	-						66496626	KU781_RS01835	2295		old_locus_tag=KU781_01835
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	389499	391793	-	WP_002329613.1	WP_002329613.1		glycoside hydrolase family 65 protein		66496626	KU781_RS01835	2295	764	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	392052	394217	+						66496627	KU781_RS01840	2166		old_locus_tag=KU781_01840
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	392052	394217	+	WP_002329612.1	WP_002329612.1		PTS transporter subunit IIBC		66496627	KU781_RS01840	2166	721	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	394406	395236	+						66496628	KU781_RS01845	831		old_locus_tag=KU781_01845
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	394406	395236	+	WP_002329611.1	WP_002329611.1		endonuclease/exonuclease/phosphatase family protein		66496628	KU781_RS01845	831	276	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	395339	397039	-						66496629	KU781_RS01850	1701		old_locus_tag=KU781_01850
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	395339	397039	-	WP_024636437.1	WP_024636437.1		hypothetical protein		66496629	KU781_RS01850	1701	566	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	397298	398458	+						66496630	KU781_RS01855	1161		old_locus_tag=KU781_01855
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	397298	398458	+	WP_219273643.1	WP_219273643.1		class C sortase		66496630	KU781_RS01855	1161	386	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	398474	398917	+						66496631	KU781_RS01860	444		old_locus_tag=KU781_01860
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	398474	398917	+	WP_002329608.1	WP_002329608.1		GNAT family N-acetyltransferase		66496631	KU781_RS01860	444	147	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	399280	399810	-						66496632	KU781_RS01865	531		old_locus_tag=KU781_01865
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	399280	399810	-	WP_002314051.1	WP_002314051.1		phenolic acid decarboxylase		66496632	KU781_RS01865	531	176	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	399915	400469	+						66496633	KU781_RS01870	555		old_locus_tag=KU781_01870
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	399915	400469	+	WP_002293202.1	WP_002293202.1		PadR family transcriptional regulator		66496633	KU781_RS01870	555	184	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	400626	401099	-						66496634	KU781_RS01875	474		old_locus_tag=KU781_01875
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	400626	401099	-	WP_002293203.1	WP_002293203.1		MerR family transcriptional regulator		66496634	KU781_RS01875	474	157	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	401237	402709	+						66496635	KU781_RS01880	1473		old_locus_tag=KU781_01880
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	401237	402709	+	WP_002293204.1	WP_002293204.1		multidrug efflux MFS transporter		66496635	KU781_RS01880	1473	490	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	402706	403416	+						66496636	KU781_RS01885	711		old_locus_tag=KU781_01885
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	402706	403416	+	WP_002329607.1	WP_002329607.1		DUF4811 domain-containing protein		66496636	KU781_RS01885	711	236	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	403647	403931	+						66496637	KU781_RS01890	285		old_locus_tag=KU781_01890
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	403647	403931	+	WP_002329606.1	WP_002329606.1		DUF1905 domain-containing protein		66496637	KU781_RS01890	285	94	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	403974	404393	-						66496638	KU781_RS01895	420		old_locus_tag=KU781_01895
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	403974	404393	-	WP_002315934.1	WP_002315934.1		hypothetical protein		66496638	KU781_RS01895	420	139	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	404395	404979	-						66496639	KU781_RS01900	585		old_locus_tag=KU781_01900
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	404395	404979	-	WP_002293209.1	WP_002293209.1		UbiX family flavin prenyltransferase		66496639	KU781_RS01900	585	194	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	405026	406501	-						66496640	KU781_RS01905	1476		old_locus_tag=KU781_01905
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	405026	406501	-	WP_002329604.1	WP_002329604.1		UbiD family decarboxylase		66496640	KU781_RS01905	1476	491	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	406691	406993	+						66496641	KU781_RS01910	303		old_locus_tag=KU781_01910
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	406691	406993	+	WP_002312788.1	WP_002312788.1		hypothetical protein		66496641	KU781_RS01910	303	100	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	407256	409592	-						66496642	KU781_RS01915	2337		old_locus_tag=KU781_01915
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	407256	409592	-	WP_002329603.1	WP_002329603.1		ABC transporter ATP-binding protein/permease		66496642	KU781_RS01915	2337	778	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	409734	410402	+						66496643	KU781_RS01920	669		old_locus_tag=KU781_01920
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	409734	410402	+	WP_002329602.1	WP_002329602.1		response regulator transcription factor		66496643	KU781_RS01920	669	222	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	410405	411448	+						66496644	KU781_RS01925	1044		old_locus_tag=KU781_01925
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	410405	411448	+	WP_002329601.1	WP_002329601.1		HAMP domain-containing histidine kinase		66496644	KU781_RS01925	1044	347	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	411682	412563	-						66496645	KU781_RS01930	882		old_locus_tag=KU781_01930
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	411682	412563	-	WP_002329600.1	WP_002329600.1		LysR family transcriptional regulator		66496645	KU781_RS01930	882	293	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	412725	413450	+						66496646	KU781_RS01935	726		old_locus_tag=KU781_01935
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	412725	413450	+	WP_142666983.1	WP_142666983.1		DUF554 domain-containing protein		66496646	KU781_RS01935	726	241	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	413609	413926	+						66496647	KU781_RS01940	318		old_locus_tag=KU781_01940
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	413609	413926	+	WP_002293224.1	WP_002293224.1		PadR family transcriptional regulator		66496647	KU781_RS01940	318	105	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	413919	414527	+						66496648	KU781_RS01945	609		old_locus_tag=KU781_01945
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	413919	414527	+	WP_002329598.1	WP_002329598.1		DUF1700 domain-containing protein		66496648	KU781_RS01945	609	202	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	414542	415372	+						66496649	KU781_RS01950	831		old_locus_tag=KU781_01950
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	414542	415372	+	WP_002315929.1	WP_002315929.1		DUF4097 family beta strand repeat-containing protein		66496649	KU781_RS01950	831	276	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	415510	415998	+						66496650	KU781_RS01955	489		old_locus_tag=KU781_01955
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	415510	415998	+	WP_002293229.1	WP_002293229.1		DUF5348 domain-containing protein		66496650	KU781_RS01955	489	162	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	416046	416918	+						66496651	KU781_RS01960	873		old_locus_tag=KU781_01960
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	416046	416918	+	WP_002329597.1	WP_002329597.1		SPFH domain-containing protein		66496651	KU781_RS01960	873	290	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	417088	417450	+						66496652	KU781_RS01965	363		old_locus_tag=KU781_01965
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	417088	417450	+	WP_002310770.1	WP_002310770.1		YxeA family protein		66496652	KU781_RS01965	363	120	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	417459	418211	+						66496653	KU781_RS01970	753		old_locus_tag=KU781_01970
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	417459	418211	+	WP_002312797.1	WP_002312797.1		ABC transporter ATP-binding protein		66496653	KU781_RS01970	753	250	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	418225	420027	+						66496654	KU781_RS01975	1803		old_locus_tag=KU781_01975
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	418225	420027	+	WP_002329596.1	WP_002329596.1		ABC transporter permease		66496654	KU781_RS01975	1803	600	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	420261	421310	+						66496655	KU781_RS01980	1050		old_locus_tag=KU781_01980
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	420261	421310	+	WP_002329595.1	WP_002329595.1		galactose mutarotase		66496655	KU781_RS01980	1050	349	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	421358	423523	-						66496656	KU781_RS01985	2166		old_locus_tag=KU781_01985
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	421358	423523	-	WP_002293238.1	WP_002293238.1		NlpC/P60 family protein		66496656	KU781_RS01985	2166	721	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	423883	425256	-						66496657	KU781_RS01990	1374		old_locus_tag=KU781_01990
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	423883	425256	-	WP_002293240.1	WP_002293240.1		PTS transporter subunit EIIC		66496657	KU781_RS01990	1374	457	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	425256	425651	-					rbsD	66496658	KU781_RS01995	396		old_locus_tag=KU781_01995
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	425256	425651	-	WP_002293242.1	WP_002293242.1		D-ribose pyranase	rbsD	66496658	KU781_RS01995	396	131	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	425673	426596	-					rbsK	66496659	KU781_RS02000	924		old_locus_tag=KU781_02000
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	425673	426596	-	WP_002329594.1	WP_002329594.1		ribokinase	rbsK	66496659	KU781_RS02000	924	307	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	426706	427719	-						66496660	KU781_RS02005	1014		old_locus_tag=KU781_02005
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	426706	427719	-	WP_219273644.1	WP_219273644.1		substrate-binding domain-containing protein		66496660	KU781_RS02005	1014	337	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	427801	428403	-						66496661	KU781_RS02010	603		old_locus_tag=KU781_02010
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	427801	428403	-	WP_002293246.1	WP_002293246.1		isochorismatase family protein		66496661	KU781_RS02010	603	200	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	428588	429289	+						66496662	KU781_RS02015	702		old_locus_tag=KU781_02015
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	428588	429289	+	WP_002293249.1	WP_002293249.1		ABC transporter ATP-binding protein		66496662	KU781_RS02015	702	233	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	429299	432019	+						66496663	KU781_RS02020	2721		old_locus_tag=KU781_02020
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	429299	432019	+	WP_047927972.1	WP_047927972.1		FtsX-like permease family protein		66496663	KU781_RS02020	2721	906	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	432461	434089	+					treC	66496664	KU781_RS02025	1629		old_locus_tag=KU781_02025
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	432461	434089	+	WP_002293254.1	WP_002293254.1		alpha,alpha-phosphotrehalase	treC	66496664	KU781_RS02025	1629	542	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	434151	435332	-						66496665	KU781_RS02030	1182		old_locus_tag=KU781_02030
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	434151	435332	-	WP_002293256.1	WP_002293256.1		AI-2E family transporter		66496665	KU781_RS02030	1182	393	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	435579	437102	+						66496666	KU781_RS02035	1524		old_locus_tag=KU781_02035
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	435579	437102	+	WP_002293257.1	WP_002293257.1		zinc ABC transporter substrate-binding protein AdcA		66496666	KU781_RS02035	1524	507	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	437170	437898	-						66496667	KU781_RS02040	729		old_locus_tag=KU781_02040
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	437170	437898	-	WP_002293258.1	WP_002293258.1		LytTR family DNA-binding domain-containing protein		66496667	KU781_RS02040	729	242	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	437911	439191	-						66496668	KU781_RS02045	1281		old_locus_tag=KU781_02045
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	437911	439191	-	WP_002293259.1	WP_002293259.1		ATP-binding protein		66496668	KU781_RS02045	1281	426	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	439332	439934	-						66496669	KU781_RS02050	603		old_locus_tag=KU781_02050
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	439332	439934	-	WP_002293263.1	WP_002293263.1		accessory gene regulator B family protein		66496669	KU781_RS02050	603	200	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	440180	440386	+						66496670	KU781_RS02055	207		old_locus_tag=KU781_02055
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	440180	440386	+	WP_002293266.1	WP_002293266.1		hypothetical protein		66496670	KU781_RS02055	207	68	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	440571	441290	+						66496671	KU781_RS02060	720		old_locus_tag=KU781_02060
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	440571	441290	+	WP_016853096.1	WP_016853096.1		deoxynucleoside kinase		66496671	KU781_RS02060	720	239	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	441370	442053	-						66496672	KU781_RS02065	684		old_locus_tag=KU781_02065
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	441370	442053	-	WP_002293268.1	WP_002293268.1		DUF1275 domain-containing protein		66496672	KU781_RS02065	684	227	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	442273	444459	+						66496673	KU781_RS02070	2187		old_locus_tag=KU781_02070
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	442273	444459	+	WP_002336062.1	WP_002336062.1		ATP-dependent helicase		66496673	KU781_RS02070	2187	728	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	444809	445219	+						66496674	KU781_RS02075	411		old_locus_tag=KU781_02075
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	444809	445219	+	WP_002286258.1	WP_002286258.1		Spx/MgsR family RNA polymerase-binding regulatory protein		66496674	KU781_RS02075	411	136	
gene	pseudogene	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	445233	445590	+						66496675	KU781_RS02080	358		pseudo;old_locus_tag=KU781_02080
CDS	without_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	445233	445590	+				Spx/MgsR family RNA polymerase-binding regulatory protein		66496675	KU781_RS02080	358		pseudo
gene	rRNA	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	446265	447825	+						66496676	KU781_RS02085	1561		old_locus_tag=KU781_02085
rRNA		GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	446265	447825	+				16S ribosomal RNA		66496676	KU781_RS02085	1561		
gene	rRNA	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	448055	450969	+						66496677	KU781_RS02090	2915		old_locus_tag=KU781_02090
rRNA		GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	448055	450969	+				23S ribosomal RNA		66496677	KU781_RS02090	2915		
gene	rRNA	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451064	451179	+					rrf	66496678	KU781_RS02095	116		old_locus_tag=KU781_02095
rRNA		GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451064	451179	+				5S ribosomal RNA	rrf	66496678	KU781_RS02095	116		
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451232	451702	-						66496679	KU781_RS02100	471		old_locus_tag=KU781_02100
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451232	451702	-	WP_002292686.1	WP_002292686.1		glutathione peroxidase		66496679	KU781_RS02100	471	156	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451862	452320	-						66496680	KU781_RS02105	459		old_locus_tag=KU781_02105
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	451862	452320	-	WP_002289439.1	WP_002289439.1		S-ribosylhomocysteine lyase		66496680	KU781_RS02105	459	152	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	452492	453637	-						66496681	KU781_RS02110	1146		old_locus_tag=KU781_02110
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	452492	453637	-	WP_002292688.1	WP_002292688.1		cystathionine gamma-synthase		66496681	KU781_RS02110	1146	381	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	453650	454567	-						66496682	KU781_RS02115	918		old_locus_tag=KU781_02115
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	453650	454567	-	WP_002292689.1	WP_002292689.1		cysteine synthase family protein		66496682	KU781_RS02115	918	305	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	454994	455557	+					efp	66496683	KU781_RS02120	564		old_locus_tag=KU781_02120
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	454994	455557	+	WP_002289434.1	WP_002289434.1		elongation factor P	efp	66496683	KU781_RS02120	564	187	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	455755	456522	+						66496684	KU781_RS02125	768		old_locus_tag=KU781_02125
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	455755	456522	+	WP_002292693.1	WP_002292693.1		DnaJ domain-containing protein		66496684	KU781_RS02125	768	255	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	456650	457573	+						71775687	KU781_RS13285	924		
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	456650	457573	+	WP_002329591.1	WP_002329591.1		MBL fold metallo-hydrolase		71775687	KU781_RS13285	924	307	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	457551	458546	+						71775688	KU781_RS13290	996		
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	457551	458546	+	WP_002329590.1	WP_002329590.1		hypothetical protein		71775688	KU781_RS13290	996	331	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	458834	460093	+					lysA	66496686	KU781_RS02135	1260		old_locus_tag=KU781_02135
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	458834	460093	+	WP_002291394.1	WP_002291394.1		diaminopimelate decarboxylase	lysA	66496686	KU781_RS02135	1260	419	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	460080	460880	+					dapF	66496687	KU781_RS02140	801		old_locus_tag=KU781_02140
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	460080	460880	+	WP_002291395.1	WP_002291395.1		diaminopimelate epimerase	dapF	66496687	KU781_RS02140	801	266	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	460883	461764	+					dapA	66496688	KU781_RS02145	882		old_locus_tag=KU781_02145
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	460883	461764	+	WP_002291396.1	WP_002291396.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA	66496688	KU781_RS02145	882	293	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	461761	462477	+					dapB	66496689	KU781_RS02150	717		old_locus_tag=KU781_02150
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	461761	462477	+	WP_002291397.1	WP_002291397.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB	66496689	KU781_RS02150	717	238	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	462483	463178	+					dapD	66496690	KU781_RS02155	696		old_locus_tag=KU781_02155
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	462483	463178	+	WP_002314500.1	WP_002314500.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	dapD	66496690	KU781_RS02155	696	231	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	463194	464195	+						66496691	KU781_RS02160	1002		old_locus_tag=KU781_02160
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	463194	464195	+	WP_002291401.1	WP_002291401.1		aspartate-semialdehyde dehydrogenase		66496691	KU781_RS02160	1002	333	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	464192	465553	+						66496692	KU781_RS02165	1362		old_locus_tag=KU781_02165
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	464192	465553	+	WP_002291402.1	WP_002291402.1		aspartate kinase		66496692	KU781_RS02165	1362	453	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	465513	466664	+						66496693	KU781_RS02170	1152		old_locus_tag=KU781_02170
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	465513	466664	+	WP_002291404.1	WP_002291404.1		M20 family metallopeptidase		66496693	KU781_RS02170	1152	383	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	466639	467808	+						66496694	KU781_RS02175	1170		old_locus_tag=KU781_02175
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	466639	467808	+	WP_002291405.1	WP_002291405.1		pyridoxal phosphate-dependent aminotransferase		66496694	KU781_RS02175	1170	389	
gene	protein_coding	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	467982	469361	+						66496695	KU781_RS02180	1380		old_locus_tag=KU781_02180
CDS	with_protein	GCF_019343125.1	Primary Assembly	chromosome		NZ_CP079880.1	467982	469361	+	WP_002291406.1	WP_002291406.1		FAD-dependent oxidoreductase		66496695	KU781_RS02180	1380	459	
