# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	873329	873649	-						66453851	E6A31_RS04220	321		old_locus_tag=E6A31_04550
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	873329	873649	-	WP_002290825.1	WP_002290825.1		DUF1827 family protein		66453851	E6A31_RS04220	321	106	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	873797	876031	-						66453852	E6A31_RS04225	2235		old_locus_tag=E6A31_04555
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	873797	876031	-	WP_002287598.1	WP_002287598.1		ATP-dependent Clp protease ATP-binding subunit		66453852	E6A31_RS04225	2235	744	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	876510	876776	+						66453853	E6A31_RS04230	267		old_locus_tag=E6A31_04560
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	876510	876776	+	WP_002287602.1	WP_002287602.1		phosphocarrier protein HPr		66453853	E6A31_RS04230	267	88	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	876776	878503	+					ptsP	66453854	E6A31_RS04235	1728		old_locus_tag=E6A31_04565
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	876776	878503	+	WP_002287603.1	WP_002287603.1		phosphoenolpyruvate--protein phosphotransferase	ptsP	66453854	E6A31_RS04235	1728	575	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	878667	879713	+						66453855	E6A31_RS04240	1047		old_locus_tag=E6A31_04570
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	878667	879713	+	WP_002296953.1	WP_002296953.1		glycosyltransferase family 4 protein		66453855	E6A31_RS04240	1047	348	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	879730	880953	+						66453856	E6A31_RS04245	1224		old_locus_tag=E6A31_04575
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	879730	880953	+	WP_002287605.1	WP_002287605.1		glycosyltransferase family 4 protein		66453856	E6A31_RS04245	1224	407	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	881042	881929	+						66453857	E6A31_RS04250	888		old_locus_tag=E6A31_04580
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	881042	881929	+	WP_002287606.1	WP_002287606.1		NAD(P)-dependent oxidoreductase		66453857	E6A31_RS04250	888	295	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	882015	882245	+						66453858	E6A31_RS04255	231		old_locus_tag=E6A31_04585
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	882015	882245	+	WP_002287607.1	WP_002287607.1		YkuJ family protein		66453858	E6A31_RS04255	231	76	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	882302	883267	-						66453859	E6A31_RS04260	966		old_locus_tag=E6A31_04590
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	882302	883267	-	WP_002287608.1	WP_002287608.1		GIY-YIG nuclease family protein		66453859	E6A31_RS04260	966	321	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	883573	884013	+						66453860	E6A31_RS04265	441		old_locus_tag=E6A31_04595
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	883573	884013	+	WP_002287610.1	WP_002287610.1		MarR family transcriptional regulator		66453860	E6A31_RS04265	441	146	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	884023	884985	+						66453861	E6A31_RS04270	963		old_locus_tag=E6A31_04600
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	884023	884985	+	WP_002287612.1	WP_002287612.1		ketoacyl-ACP synthase III		66453861	E6A31_RS04270	963	320	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	885038	885262	+						66453862	E6A31_RS04275	225		old_locus_tag=E6A31_04605
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	885038	885262	+	WP_002287614.1	WP_002287614.1		acyl carrier protein		66453862	E6A31_RS04275	225	74	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	885369	886286	+					fabD	66453863	E6A31_RS04280	918		old_locus_tag=E6A31_04610
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	885369	886286	+	WP_002296950.1	WP_002296950.1		ACP S-malonyltransferase	fabD	66453863	E6A31_RS04280	918	305	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	886298	887035	+					fabG	66453864	E6A31_RS04285	738		old_locus_tag=E6A31_04615
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	886298	887035	+	WP_002287617.1	WP_002287617.1		3-oxoacyl-[acyl-carrier-protein] reductase	fabG	66453864	E6A31_RS04285	738	245	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	887054	888289	+					fabF	66453865	E6A31_RS04290	1236		old_locus_tag=E6A31_04620
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	887054	888289	+	WP_085837398.1	WP_085837398.1		beta-ketoacyl-ACP synthase II	fabF	66453865	E6A31_RS04290	1236	411	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	888292	888768	+					accB	66453866	E6A31_RS04295	477		old_locus_tag=E6A31_04625
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	888292	888768	+	WP_156264861.1	WP_156264861.1		acetyl-CoA carboxylase biotin carboxyl carrier protein	accB	66453866	E6A31_RS04295	477	158	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	888793	889212	+					fabZ	66453867	E6A31_RS04300	420		old_locus_tag=E6A31_04630
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	888793	889212	+	WP_002287621.1	WP_002287621.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ	66453867	E6A31_RS04300	420	139	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	889220	890599	+						66453868	E6A31_RS04305	1380		old_locus_tag=E6A31_04635
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	889220	890599	+	WP_002287622.1	WP_002287622.1		acetyl-CoA carboxylase biotin carboxylase subunit		66453868	E6A31_RS04305	1380	459	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	890600	891469	+					accD	66453869	E6A31_RS04310	870		old_locus_tag=E6A31_04640
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	890600	891469	+	WP_002287623.1	WP_002287623.1		acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD	66453869	E6A31_RS04310	870	289	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	891462	892247	+						66453870	E6A31_RS04315	786		old_locus_tag=E6A31_04645
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	891462	892247	+	WP_002287624.1	WP_002287624.1		acetyl-CoA carboxylase carboxyl transferase subunit alpha		66453870	E6A31_RS04315	786	261	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	892427	892954	+						66453871	E6A31_RS04320	528		old_locus_tag=E6A31_04650
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	892427	892954	+	WP_002287626.1	WP_002287626.1		YqeG family HAD IIIA-type phosphatase		66453871	E6A31_RS04320	528	175	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	892951	894060	+					yqeH	66453872	E6A31_RS04325	1110		old_locus_tag=E6A31_04655
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	892951	894060	+	WP_002287628.1	WP_002287628.1		ribosome biogenesis GTPase YqeH	yqeH	66453872	E6A31_RS04325	1110	369	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	894076	894387	+					yhbY	66453873	E6A31_RS04330	312		old_locus_tag=E6A31_04660
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	894076	894387	+	WP_002287630.1	WP_002287630.1		ribosome assembly RNA-binding protein YhbY	yhbY	66453873	E6A31_RS04330	312	103	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	894397	895047	+						66453874	E6A31_RS04335	651		old_locus_tag=E6A31_04665
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	894397	895047	+	WP_002287632.1	WP_002287632.1		nicotinate-nucleotide adenylyltransferase		66453874	E6A31_RS04335	651	216	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	895031	895624	+					yqeK	66453875	E6A31_RS04340	594		old_locus_tag=E6A31_04670
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	895031	895624	+	WP_002287635.1	WP_002287635.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK	66453875	E6A31_RS04340	594	197	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	895681	896004	+					rsfS	66453876	E6A31_RS04345	324		old_locus_tag=E6A31_04675
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	895681	896004	+	WP_033582077.1	WP_033582077.1		ribosome silencing factor	rsfS	66453876	E6A31_RS04345	324	107	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	896008	896748	+						66453877	E6A31_RS04350	741		old_locus_tag=E6A31_04680
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	896008	896748	+	WP_002287639.1	WP_002287639.1		class I SAM-dependent methyltransferase		66453877	E6A31_RS04350	741	246	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	896965	898116	+						66453878	E6A31_RS04355	1152		old_locus_tag=E6A31_04685
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	896965	898116	+	WP_002287640.1	WP_002287640.1		nucleotidyltransferase		66453878	E6A31_RS04355	1152	383	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	898247	898966	+						66453879	E6A31_RS04360	720		old_locus_tag=E6A31_04690
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	898247	898966	+	WP_002287641.1	WP_002287641.1		YebC/PmpR family DNA-binding transcriptional regulator		66453879	E6A31_RS04360	720	239	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	899145	899792	+						66453880	E6A31_RS04365	648		old_locus_tag=E6A31_04695
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	899145	899792	+	WP_002287642.1	WP_002287642.1		hypothetical protein		66453880	E6A31_RS04365	648	215	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	899885	902164	-						66453881	E6A31_RS04370	2280		old_locus_tag=E6A31_04700
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	899885	902164	-	WP_002287644.1	WP_002287644.1		AAA family ATPase		66453881	E6A31_RS04370	2280	759	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	902442	904265	+					cadA	66453882	E6A31_RS04375	1824		old_locus_tag=E6A31_04705
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	902442	904265	+	WP_002287647.1	WP_002287647.1		cadmium-translocating P-type ATPase	cadA	66453882	E6A31_RS04375	1824	607	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	904312	904491	+						66453883	E6A31_RS04380	180		old_locus_tag=E6A31_04710
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	904312	904491	+	WP_002287649.1	WP_002287649.1		4-oxalocrotonate tautomerase		66453883	E6A31_RS04380	180	59	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	904828	906765	+					thrS	66453884	E6A31_RS04385	1938		old_locus_tag=E6A31_04720
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	904828	906765	+	WP_127824138.1	WP_127824138.1		threonine--tRNA ligase	thrS	66453884	E6A31_RS04385	1938	645	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	906989	907837	+						66453885	E6A31_RS04390	849		old_locus_tag=E6A31_04725
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	906989	907837	+	WP_002287653.1	WP_002287653.1		MurR/RpiR family transcriptional regulator		66453885	E6A31_RS04390	849	282	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	908131	910284	+						66453886	E6A31_RS04395	2154		old_locus_tag=E6A31_04730
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	908131	910284	+	WP_002302928.1	WP_002302928.1		penicillin-binding protein 2		66453886	E6A31_RS04395	2154	717	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	910519	911814	-						66453887	E6A31_RS04400	1296		old_locus_tag=E6A31_04735
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	910519	911814	-	WP_002297185.1	WP_002297185.1		ISL3-like element ISEfa5 family transposase		66453887	E6A31_RS04400	1296	431	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	911992	912801	-						66453888	E6A31_RS04405	810		old_locus_tag=E6A31_04740
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	911992	912801	-	WP_002296740.1	WP_002296740.1		Cof-type HAD-IIB family hydrolase		66453888	E6A31_RS04405	810	269	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	913094	914530	+						66453889	E6A31_RS04410	1437		old_locus_tag=E6A31_04745
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	913094	914530	+	WP_002295362.1	WP_002295362.1		NCS2 family permease		66453889	E6A31_RS04410	1437	478	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	914700	915896	+						66453890	E6A31_RS04415	1197		old_locus_tag=E6A31_04750
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	914700	915896	+	WP_002290958.1	WP_002290958.1		multidrug efflux MFS transporter		66453890	E6A31_RS04415	1197	398	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	915958	916143	-						66453891	E6A31_RS04420	186		old_locus_tag=E6A31_04755
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	915958	916143	-	WP_002295359.1	WP_002295359.1		YjzD family protein		66453891	E6A31_RS04420	186	61	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	916374	919688	+					dnaE	66453892	E6A31_RS04425	3315		old_locus_tag=E6A31_04760
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	916374	919688	+	WP_156264956.1	WP_156264956.1		DNA polymerase III subunit alpha	dnaE	66453892	E6A31_RS04425	3315	1104	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	919856	920818	+					pfkA	66453893	E6A31_RS04430	963		old_locus_tag=E6A31_04765
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	919856	920818	+	WP_002304759.1	WP_002304759.1		6-phosphofructokinase	pfkA	66453893	E6A31_RS04430	963	320	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	920892	922676	+					pyk	66453894	E6A31_RS04435	1785		old_locus_tag=E6A31_04770
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	920892	922676	+	WP_002295355.1	WP_002295355.1		pyruvate kinase	pyk	66453894	E6A31_RS04435	1785	594	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	922711	923613	-						66453895	E6A31_RS04440	903		old_locus_tag=E6A31_04775
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	922711	923613	-	WP_002295354.1	WP_002295354.1		LysR substrate-binding domain-containing protein		66453895	E6A31_RS04440	903	300	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	923799	924368	+						66453896	E6A31_RS04445	570		old_locus_tag=E6A31_04780
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	923799	924368	+	WP_002295352.1	WP_002295352.1		DUF177 domain-containing protein		66453896	E6A31_RS04445	570	189	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	924426	924605	+					rpmF	66453897	E6A31_RS04450	180		old_locus_tag=E6A31_04785
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	924426	924605	+	WP_002290970.1	WP_002290970.1		50S ribosomal protein L32	rpmF	66453897	E6A31_RS04450	180	59	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	924775	926196	+					gndA	66453898	E6A31_RS04455	1422		old_locus_tag=E6A31_04790
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	924775	926196	+	WP_002295350.1	WP_002295350.1		NADP-dependent phosphogluconate dehydrogenase	gndA	66453898	E6A31_RS04455	1422	473	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	926389	927075	+						66453899	E6A31_RS04460	687		old_locus_tag=E6A31_04795
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	926389	927075	+	WP_002290973.1	WP_002290973.1		response regulator transcription factor		66453899	E6A31_RS04460	687	228	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	927072	928577	+						66453900	E6A31_RS04465	1506		old_locus_tag=E6A31_04800
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	927072	928577	+	WP_002298265.1	WP_002298265.1		HAMP domain-containing histidine kinase		66453900	E6A31_RS04465	1506	501	
gene	rRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	929263	930822	+						66453901	E6A31_RS04470	1560		old_locus_tag=E6A31_04805
rRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	929263	930822	+				16S ribosomal RNA		66453901	E6A31_RS04470	1560		
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	930899	930971	+						66453902	E6A31_RS04475	73		old_locus_tag=E6A31_04810
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	930899	930971	+				tRNA-Ala		66453902	E6A31_RS04475	73		anticodon=TGC
gene	rRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	931264	934178	+						66453903	E6A31_RS04480	2915		old_locus_tag=E6A31_04820
rRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	931264	934178	+				23S ribosomal RNA		66453903	E6A31_RS04480	2915		
gene	rRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934273	934388	+					rrf	66453904	E6A31_RS04485	116		old_locus_tag=E6A31_04825
rRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934273	934388	+				5S ribosomal RNA	rrf	66453904	E6A31_RS04485	116		
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934398	934471	+						66453905	E6A31_RS04490	74		old_locus_tag=E6A31_04830
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934398	934471	+				tRNA-Asn		66453905	E6A31_RS04490	74		anticodon=GTT
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934511	934600	+						66453906	E6A31_RS04495	90		old_locus_tag=E6A31_04835
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934511	934600	+				tRNA-Ser		66453906	E6A31_RS04495	90		anticodon=GGA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934615	934686	+						66453907	E6A31_RS04500	72		old_locus_tag=E6A31_04840
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934615	934686	+				tRNA-Glu		66453907	E6A31_RS04500	72		anticodon=TTC
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934702	934774	+						66453908	E6A31_RS04505	73		old_locus_tag=E6A31_04845
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934702	934774	+				tRNA-Val		66453908	E6A31_RS04505	73		anticodon=TAC
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934784	934856	+						66453909	E6A31_RS04510	73		old_locus_tag=E6A31_04850
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934784	934856	+				tRNA-Asp		66453909	E6A31_RS04510	73		anticodon=GTC
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934892	934967	+						66453910	E6A31_RS04515	76		old_locus_tag=E6A31_04855
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934892	934967	+				tRNA-Phe		66453910	E6A31_RS04515	76		anticodon=GAA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934969	935049	+						66453911	E6A31_RS04520	81		old_locus_tag=E6A31_04860
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	934969	935049	+				tRNA-Tyr		66453911	E6A31_RS04520	81		anticodon=GTA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935056	935129	+						66453912	E6A31_RS04525	74		old_locus_tag=E6A31_04865
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935056	935129	+				tRNA-Trp		66453912	E6A31_RS04525	74		anticodon=CCA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935132	935204	+						66453913	E6A31_RS04530	73		old_locus_tag=E6A31_04870
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935132	935204	+				tRNA-His		66453913	E6A31_RS04530	73		anticodon=GTG
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935216	935287	+						66453914	E6A31_RS04535	72		old_locus_tag=E6A31_04875
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935216	935287	+				tRNA-Gln		66453914	E6A31_RS04535	72		anticodon=TTG
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935333	935403	+						66453915	E6A31_RS04540	71		old_locus_tag=E6A31_04880
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935333	935403	+				tRNA-Cys		66453915	E6A31_RS04540	71		anticodon=GCA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935424	935508	+						66453916	E6A31_RS04545	85		old_locus_tag=E6A31_04885
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935424	935508	+				tRNA-Leu		66453916	E6A31_RS04545	85		anticodon=CAA
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935570	935642	+						66453917	E6A31_RS04550	73		old_locus_tag=E6A31_04890
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935570	935642	+				tRNA-His		66453917	E6A31_RS04550	73		anticodon=GTG
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935652	935723	+						66453918	E6A31_RS04555	72		old_locus_tag=E6A31_04895
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935652	935723	+				tRNA-Gln		66453918	E6A31_RS04555	72		anticodon=TTG
gene	tRNA	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935741	935825	+						66453919	E6A31_RS04560	85		old_locus_tag=E6A31_04900
tRNA		GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	935741	935825	+				tRNA-Leu		66453919	E6A31_RS04560	85		anticodon=CAA
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	936080	936955	+						66453920	E6A31_RS04565	876		old_locus_tag=E6A31_04905
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	936080	936955	+	WP_002288809.1	WP_002288809.1		PRD domain-containing protein		66453920	E6A31_RS04565	876	291	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	937059	937823	+						66453921	E6A31_RS04570	765		old_locus_tag=E6A31_04910
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	937059	937823	+	WP_002288811.1	WP_002288811.1		carbohydrate deacetylase		66453921	E6A31_RS04570	765	254	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	937810	939252	+						66453922	E6A31_RS04575	1443		old_locus_tag=E6A31_04915
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	937810	939252	+	WP_002321325.1	WP_002321325.1		PTS transporter subunit EIIC		66453922	E6A31_RS04575	1443	480	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	939263	940594	+						66453923	E6A31_RS04580	1332		old_locus_tag=E6A31_04920
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	939263	940594	+	WP_002288813.1	WP_002288813.1		maltose-6'-phosphate glucosidase		66453923	E6A31_RS04580	1332	443	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	940607	941065	+						66453924	E6A31_RS04585	459		old_locus_tag=E6A31_04925
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	940607	941065	+	WP_002288815.1	WP_002288815.1		PTS glucose transporter subunit IIA		66453924	E6A31_RS04585	459	152	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	941357	942658	+						66453925	E6A31_RS04590	1302		old_locus_tag=E6A31_04930
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	941357	942658	+	WP_002288817.1	WP_002288817.1		PTS transporter subunit EIIC		66453925	E6A31_RS04590	1302	433	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	942685	942945	+						66453926	E6A31_RS04595	261		old_locus_tag=E6A31_04935
