# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	476005	476361	+	WP_218256594.1	WP_218256594.1		VOC family protein		67038973	J9537_RS02375	357	118	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	476428	476934	+						67038974	J9537_RS02380	507		old_locus_tag=J9537_02380
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	476428	476934	+	WP_218256595.1	WP_218256595.1		DNA-3-methyladenine glycosylase I		67038974	J9537_RS02380	507	168	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	477028	477801	-						67038975	J9537_RS02385	774		old_locus_tag=J9537_02385
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	477028	477801	-	WP_218256596.1	WP_218256596.1		DeoR/GlpR family DNA-binding transcription regulator		67038975	J9537_RS02385	774	257	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	478182	479255	+						67038976	J9537_RS02390	1074		old_locus_tag=J9537_02390
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	478182	479255	+	WP_218256597.1	WP_218256597.1		alcohol dehydrogenase catalytic domain-containing protein		67038976	J9537_RS02390	1074	357	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	479288	479716	+						67038977	J9537_RS02395	429		old_locus_tag=J9537_02395
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	479288	479716	+	WP_218256598.1	WP_218256598.1		PTS sugar transporter subunit IIA		67038977	J9537_RS02395	429	142	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	479785	480258	+						67038978	J9537_RS02400	474		old_locus_tag=J9537_02400
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	479785	480258	+	WP_218256599.1	WP_218256599.1		PTS sugar transporter subunit IIB		67038978	J9537_RS02400	474	157	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	480283	481050	+						67038979	J9537_RS02405	768		old_locus_tag=J9537_02405
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	480283	481050	+	WP_010746898.1	WP_010746898.1		PTS sugar transporter subunit IIC		67038979	J9537_RS02405	768	255	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	481050	481907	+						67038980	J9537_RS02410	858		old_locus_tag=J9537_02410
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	481050	481907	+	WP_218256600.1	WP_218256600.1		PTS system mannose/fructose/sorbose family transporter subunit IID		67038980	J9537_RS02410	858	285	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	482260	487077	+						67038981	J9537_RS02415	4818		old_locus_tag=J9537_02415
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	482260	487077	+	WP_218256601.1	WP_218256601.1		SpaA isopeptide-forming pilin-related protein		67038981	J9537_RS02415	4818	1605	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	487175	487804	+						67038982	J9537_RS02420	630		old_locus_tag=J9537_02420
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	487175	487804	+	WP_218256602.1	WP_218256602.1		CatA-like O-acetyltransferase		67038982	J9537_RS02420	630	209	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	487851	488504	+						67038983	J9537_RS02425	654		old_locus_tag=J9537_02425
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	487851	488504	+	WP_218256603.1	WP_218256603.1		deoxyribonuclease I		67038983	J9537_RS02425	654	217	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	488686	489567	-						67038984	J9537_RS02430	882		old_locus_tag=J9537_02430
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	488686	489567	-	WP_218256604.1	WP_218256604.1		LysR family transcriptional regulator		67038984	J9537_RS02430	882	293	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	489697	490179	+						67038985	J9537_RS02435	483		old_locus_tag=J9537_02435
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	489697	490179	+	WP_218256605.1	WP_218256605.1		GNAT family N-acetyltransferase		67038985	J9537_RS02435	483	160	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	490288	492966	-						67038986	J9537_RS02440	2679		old_locus_tag=J9537_02440
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	490288	492966	-	WP_245001278.1	WP_245001278.1		FtsX-like permease family protein		67038986	J9537_RS02440	2679	892	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	492974	493675	-						67038987	J9537_RS02445	702		old_locus_tag=J9537_02445
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	492974	493675	-	WP_218256606.1	WP_218256606.1		ABC transporter ATP-binding protein		67038987	J9537_RS02445	702	233	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	493795	494382	+						67038988	J9537_RS02450	588		old_locus_tag=J9537_02450
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	493795	494382	+	WP_218256607.1	WP_218256607.1		TetR/AcrR family transcriptional regulator		67038988	J9537_RS02450	588	195	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	494512	495264	+					map	67038989	J9537_RS02455	753		old_locus_tag=J9537_02455
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	494512	495264	+	WP_218256608.1	WP_218256608.1		type I methionyl aminopeptidase	map	67038989	J9537_RS02455	753	250	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	495477	496538	+						67038990	J9537_RS02460	1062		old_locus_tag=J9537_02460
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	495477	496538	+	WP_218256609.1	WP_218256609.1		hypothetical protein		67038990	J9537_RS02460	1062	353	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	496727	498499	+						67038991	J9537_RS02465	1773		old_locus_tag=J9537_02465
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	496727	498499	+	WP_218256610.1	WP_218256610.1		oleate hydratase		67038991	J9537_RS02465	1773	590	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	498681	499652	+						67038992	J9537_RS02470	972		old_locus_tag=J9537_02470
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	498681	499652	+	WP_218256611.1	WP_218256611.1		diaminopimelate dehydrogenase		67038992	J9537_RS02470	972	323	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500022	500318	+						67038993	J9537_RS02475	297		old_locus_tag=J9537_02475
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500022	500318	+	WP_218256612.1	WP_218256612.1		WXG100 family type VII secretion target		67038993	J9537_RS02475	297	98	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500380	500658	+						67038994	J9537_RS02480	279		old_locus_tag=J9537_02480
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500380	500658	+	WP_218256613.1	WP_218256613.1		TIGR04197 family type VII secretion effector		67038994	J9537_RS02480	279	92	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500655	501017	+						67038995	J9537_RS02485	363		old_locus_tag=J9537_02485
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	500655	501017	+	WP_218256614.1	WP_218256614.1		DUF3958 family protein		67038995	J9537_RS02485	363	120	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	501007	502584	+						67038996	J9537_RS02490	1578		old_locus_tag=J9537_02490
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	501007	502584	+	WP_218256615.1	WP_218256615.1		LXG domain-containing protein		67038996	J9537_RS02490	1578	525	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	502603	503415	+						67038997	J9537_RS02495	813		old_locus_tag=J9537_02495
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	502603	503415	+	WP_218256616.1	WP_218256616.1		hypothetical protein		67038997	J9537_RS02495	813	270	
gene	pseudogene	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	503627	504464	+					msrA	67038998	J9537_RS02500	838		pseudo;old_locus_tag=J9537_02500
CDS	without_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	503627	504464	+				peptide-methionine (S)-S-oxide reductase MsrA	msrA	67038998	J9537_RS02500	838		pseudo
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	504564	505226	+						67038999	J9537_RS02505	663		old_locus_tag=J9537_02505
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	504564	505226	+	WP_218256617.1	WP_218256617.1		TetR/AcrR family transcriptional regulator		67038999	J9537_RS02505	663	220	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	505355	505714	+						67039000	J9537_RS02510	360		old_locus_tag=J9537_02510
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	505355	505714	+	WP_218256618.1	WP_218256618.1		hypothetical protein		67039000	J9537_RS02510	360	119	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	506022	506759	+						67039001	J9537_RS02515	738		old_locus_tag=J9537_02515
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	506022	506759	+	WP_218256619.1	WP_218256619.1		AAA family ATPase		67039001	J9537_RS02515	738	245	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	506834	507478	+						67039002	J9537_RS02520	645		old_locus_tag=J9537_02520
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	506834	507478	+	WP_218256620.1	WP_218256620.1		DUF998 domain-containing protein		67039002	J9537_RS02520	645	214	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	507593	508699	+						67039003	J9537_RS02525	1107		old_locus_tag=J9537_02525
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	507593	508699	+	WP_218256621.1	WP_218256621.1		hypothetical protein		67039003	J9537_RS02525	1107	368	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	508982	509806	+						67039004	J9537_RS02530	825		old_locus_tag=J9537_02530
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	508982	509806	+	WP_218256622.1	WP_218256622.1		class I SAM-dependent methyltransferase		67039004	J9537_RS02530	825	274	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	509866	510558	+						67039005	J9537_RS02535	693		old_locus_tag=J9537_02535
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	509866	510558	+	WP_218256623.1	WP_218256623.1		aspartate/glutamate racemase family protein		67039005	J9537_RS02535	693	230	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	510568	511797	+						67039006	J9537_RS02540	1230		old_locus_tag=J9537_02540
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	510568	511797	+	WP_245001279.1	WP_245001279.1		hypothetical protein		67039006	J9537_RS02540	1230	409	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	511846	512412	-						67039007	J9537_RS02545	567		old_locus_tag=J9537_02545
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	511846	512412	-	WP_218256624.1	WP_218256624.1		hypothetical protein		67039007	J9537_RS02545	567	188	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	512763	513911	+						67039008	J9537_RS02550	1149		old_locus_tag=J9537_02550
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	512763	513911	+	WP_218256625.1	WP_218256625.1		hypothetical protein		67039008	J9537_RS02550	1149	382	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	513988	515337	-						67039009	J9537_RS02555	1350		old_locus_tag=J9537_02555
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	513988	515337	-	WP_218256626.1	WP_218256626.1		PTS sugar transporter subunit IIC		67039009	J9537_RS02555	1350	449	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	515496	516209	-						67039010	J9537_RS02560	714		old_locus_tag=J9537_02560
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	515496	516209	-	WP_218256627.1	WP_218256627.1		GntR family transcriptional regulator		67039010	J9537_RS02560	714	237	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	516463	517881	+						67039011	J9537_RS02565	1419		old_locus_tag=J9537_02565
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	516463	517881	+	WP_218256628.1	WP_218256628.1		glycoside hydrolase family 1 protein		67039011	J9537_RS02565	1419	472	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	518012	518887	+						67039012	J9537_RS02570	876		old_locus_tag=J9537_02570
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	518012	518887	+	WP_218256629.1	WP_218256629.1		ROK family protein		67039012	J9537_RS02570	876	291	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	518928	519260	-						67039013	J9537_RS02575	333		old_locus_tag=J9537_02575
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	518928	519260	-	WP_218256630.1	WP_218256630.1		hypothetical protein		67039013	J9537_RS02575	333	110	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	519512	520030	+						67039014	J9537_RS02580	519		old_locus_tag=J9537_02580
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	519512	520030	+	WP_245001306.1	WP_245001306.1		isochorismatase family protein		67039014	J9537_RS02580	519	172	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	520124	521071	+						67039015	J9537_RS02585	948		old_locus_tag=J9537_02585
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	520124	521071	+	WP_218256632.1	WP_218256632.1		class I mannose-6-phosphate isomerase		67039015	J9537_RS02585	948	315	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	521073	521636	+					hxlB	67039016	J9537_RS02590	564		old_locus_tag=J9537_02590
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	521073	521636	+	WP_218256633.1	WP_218256633.1		6-phospho-3-hexuloisomerase	hxlB	67039016	J9537_RS02590	564	187	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	521648	522274	+					hxlA	67039017	J9537_RS02595	627		old_locus_tag=J9537_02595
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	521648	522274	+	WP_218256634.1	WP_218256634.1		3-hexulose-6-phosphate synthase	hxlA	67039017	J9537_RS02595	627	208	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	522308	524242	-						67039018	J9537_RS02600	1935		old_locus_tag=J9537_02600
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	522308	524242	-	WP_218256635.1	WP_218256635.1		BglG family transcription antiterminator		67039018	J9537_RS02600	1935	644	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	524611	525072	+						67039019	J9537_RS02605	462		old_locus_tag=J9537_02605
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	524611	525072	+	WP_218256636.1	WP_218256636.1		fructose PTS transporter subunit IIA		67039019	J9537_RS02605	462	153	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	525069	525392	+						67039020	J9537_RS02610	324		old_locus_tag=J9537_02610
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	525069	525392	+	WP_010746876.1	WP_010746876.1		fructose PTS transporter subunit IIB		67039020	J9537_RS02610	324	107	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	525416	526516	+						67039021	J9537_RS02615	1101		old_locus_tag=J9537_02615
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	525416	526516	+	WP_028020474.1	WP_028020474.1		PTS fructose transporter subunit IIC		67039021	J9537_RS02615	1101	366	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	526594	529269	+					mngB	67039022	J9537_RS02620	2676		old_locus_tag=J9537_02620
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	526594	529269	+	WP_218256637.1	WP_218256637.1		mannosylglycerate hydrolase	mngB	67039022	J9537_RS02620	2676	891	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	529296	530174	+						67039023	J9537_RS02625	879		old_locus_tag=J9537_02625
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	529296	530174	+	WP_218256638.1	WP_218256638.1		ROK family protein		67039023	J9537_RS02625	879	292	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	530328	530753	+						67039024	J9537_RS02630	426		old_locus_tag=J9537_02630
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	530328	530753	+	WP_010746872.1	WP_010746872.1		phosphate-starvation-inducible PsiE family protein		67039024	J9537_RS02630	426	141	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	530789	531664	-						67039025	J9537_RS02635	876		old_locus_tag=J9537_02635
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	530789	531664	-	WP_218256639.1	WP_218256639.1		TSUP family transporter		67039025	J9537_RS02635	876	291	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	531783	532649	-						67039026	J9537_RS02640	867		old_locus_tag=J9537_02640
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	531783	532649	-	WP_218256640.1	WP_218256640.1		LysR family transcriptional regulator		67039026	J9537_RS02640	867	288	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	532856	533395	+						67039027	J9537_RS02645	540		old_locus_tag=J9537_02645
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	532856	533395	+	WP_218256641.1	WP_218256641.1		prolyl-tRNA synthetase associated domain-containing protein		67039027	J9537_RS02645	540	179	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	533498	535066	-						67039028	J9537_RS02650	1569		old_locus_tag=J9537_02650
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	533498	535066	-	WP_218256642.1	WP_218256642.1		L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha		67039028	J9537_RS02650	1569	522	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	535079	535291	-						67039029	J9537_RS02655	213		old_locus_tag=J9537_02655
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	535079	535291	-	WP_218256643.1	WP_218256643.1		tautomerase family protein		67039029	J9537_RS02655	213	70	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	535325	536311	-						67039030	J9537_RS02660	987		old_locus_tag=J9537_02660
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	535325	536311	-	WP_218256644.1	WP_218256644.1		ornithine cyclodeaminase family protein		67039030	J9537_RS02660	987	328	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	536458	537384	+						67039031	J9537_RS02665	927		old_locus_tag=J9537_02665
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	536458	537384	+	WP_218256645.1	WP_218256645.1		FAD:protein FMN transferase		67039031	J9537_RS02665	927	308	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	537810	538295	+						67039032	J9537_RS02670	486		old_locus_tag=J9537_02670
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	537810	538295	+	WP_218256646.1	WP_218256646.1		rhodanese-like domain-containing protein		67039032	J9537_RS02670	486	161	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	538817	540649	+						67039033	J9537_RS02675	1833		old_locus_tag=J9537_02675
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	538817	540649	+	WP_218256647.1	WP_218256647.1		DUF4365 domain-containing protein		67039033	J9537_RS02675	1833	610	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	541162	541728	-						67039034	J9537_RS02680	567		old_locus_tag=J9537_02680
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	541162	541728	-	WP_218256648.1	WP_218256648.1		DUF2922 family protein		67039034	J9537_RS02680	567	188	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	541774	542157	-						67039035	J9537_RS02685	384		old_locus_tag=J9537_02685
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	541774	542157	-	WP_218256649.1	WP_218256649.1		hypothetical protein		67039035	J9537_RS02685	384	127	
gene	pseudogene	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	543011	544114	+						67039036	J9537_RS02690	1104		pseudo;old_locus_tag=J9537_02690
CDS	without_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	543011	544114	+				tyrosine-type recombinase/integrase		67039036	J9537_RS02690	1104		pseudo
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	544631	546451	+						67039037	J9537_RS02695	1821		old_locus_tag=J9537_02695
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	544631	546451	+	WP_218256650.1	WP_218256650.1		SpaH/EbpB family LPXTG-anchored major pilin		67039037	J9537_RS02695	1821	606	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	546479	551317	+						67039038	J9537_RS02700	4839		old_locus_tag=J9537_02700
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	546479	551317	+	WP_218256651.1	WP_218256651.1		SpaA isopeptide-forming pilin-related protein		67039038	J9537_RS02700	4839	1612	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	551319	552026	+						67039039	J9537_RS02705	708		old_locus_tag=J9537_02705
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	551319	552026	+	WP_218256652.1	WP_218256652.1		pilin N-terminal domain-containing protein		67039039	J9537_RS02705	708	235	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	552137	553891	+						67039040	J9537_RS02710	1755		old_locus_tag=J9537_02710
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	552137	553891	+	WP_218256653.1	WP_218256653.1		class A/C sortase		67039040	J9537_RS02710	1755	584	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	553906	556074	+						67039041	J9537_RS02715	2169		old_locus_tag=J9537_02715
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	553906	556074	+	WP_218256654.1	WP_218256654.1		glucosaminidase domain-containing protein		67039041	J9537_RS02715	2169	722	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	556097	556675	+					lepB	67039042	J9537_RS02720	579		old_locus_tag=J9537_02720
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	556097	556675	+	WP_218256655.1	WP_218256655.1		signal peptidase I	lepB	67039042	J9537_RS02720	579	192	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	556707	557480	+						67039043	J9537_RS02725	774		old_locus_tag=J9537_02725
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	556707	557480	+	WP_218256656.1	WP_218256656.1		hypothetical protein		67039043	J9537_RS02725	774	257	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	557480	559054	+						67039044	J9537_RS02730	1575		old_locus_tag=J9537_02730
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	557480	559054	+	WP_218256657.1	WP_218256657.1		hypothetical protein		67039044	J9537_RS02730	1575	524	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	559097	559837	+						67039045	J9537_RS02735	741		old_locus_tag=J9537_02735
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	559097	559837	+	WP_245001280.1	WP_245001280.1		hypothetical protein		67039045	J9537_RS02735	741	246	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	559860	560963	+						67039046	J9537_RS02740	1104		old_locus_tag=J9537_02740
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	559860	560963	+	WP_218256658.1	WP_218256658.1		hypothetical protein		67039046	J9537_RS02740	1104	367	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	561092	561886	+						67039047	J9537_RS02745	795		old_locus_tag=J9537_02745
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	561092	561886	+	WP_218256659.1	WP_218256659.1		helix-turn-helix domain-containing protein		67039047	J9537_RS02745	795	264	
gene	protein_coding	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	562149	565172	+						67039048	J9537_RS02750	3024		old_locus_tag=J9537_02750
CDS	with_protein	GCF_019175485.1	Primary Assembly	chromosome		NZ_CP072888.1	562149	565172	+	WP_218256660.1	WP_218256660.1		5'-nucleotidase C-terminal domain-containing protein		67039048	J9537_RS02750	3024	1007	
